Date,Restaurant_ID,Restaurant_Name,Product_ID,Product,Category,Opening_Stock,Units_Received,Customer_Demand,Units_Sold,Lost_Sales,Waste_Units,Closing_Stock,Supplier_Lead_Time_Days,Unit_Cost_EUR,Selling_Price_EUR,Revenue_EUR,Temperature_C,Day_of_Week,Is_Weekend,Promotion,Safety_Stock,Recommended_Order,Autonomous_Decision,Waste_Cost_EUR,ESG_Waste_Rate_Pct,Service_Level_Pct
2026-03-06,REST001,GreenBite Kitchen,P006,Potatoes,Vegetables,109,125,62,62,0,8,164,2,0.7,2.5,155.0,8.7,Friday,0,0,14,0,No Action,5.6,11.43,100.0
2026-03-06,REST001,GreenBite Kitchen,P007,Bread,Bakery,40,94,51,51,0,7,76,1,1.2,3.0,153.0,8.7,Friday,0,0,12,5,Auto-Order,8.4,12.07,100.0
2026-03-06,REST001,GreenBite Kitchen,P008,Salmon Fillet,Seafood,67,0,29,29,0,2,36,2,6.5,14.5,420.5,8.7,Friday,0,0,6,15,Auto-Order,13.0,6.45,100.0
2026-03-06,REST001,GreenBite Kitchen,P009,Avocado,Vegetables,81,0,31,31,0,6,44,2,1.5,4.2,130.2,8.7,Friday,0,0,7,17,Auto-Order,9.0,16.22,100.0
2026-03-06,REST001,GreenBite Kitchen,P010,Pasta,Dry Goods,257,0,53,53,0,2,202,4,0.9,3.0,159.0,8.7,Friday,0,0,14,0,No Action,1.8,3.64,100.0
2026-03-07,REST001,GreenBite Kitchen,P001,Chicken Breast,Meat,124,117,58,58,0,9,174,3,4.2,9.5,551.0,6.0,Saturday,1,0,12,0,No Action,37.8,13.43,100.0
2026-03-07,REST001,GreenBite Kitchen,P002,Tomatoes,Vegetables,173,0,78,78,0,8,87,2,1.1,3.2,249.6,6.0,Saturday,1,0,16,44,Auto-Order,8.8,9.3,100.0
2026-03-07,REST001,GreenBite Kitchen,P003,Rice,Dry Goods,269,0,101,101,0,2,166,4,0.8,2.8,282.8,6.0,Saturday,1,0,18,12,Auto-Order,1.6,1.94,100.0
2026-03-07,REST001,GreenBite Kitchen,P004,Milk,Dairy,69,105,51,51,0,5,118,2,1.0,2.4,122.4,6.0,Saturday,1,0,10,0,No Action,5.0,8.93,100.0
2026-03-07,REST001,GreenBite Kitchen,P005,Cheese,Dairy,52,105,36,36,0,5,116,3,2.8,6.5,234.0,6.0,Saturday,1,0,8,0,No Action,14.0,12.2,100.0
2026-03-07,REST001,GreenBite Kitchen,P006,Potatoes,Vegetables,164,0,71,71,0,5,88,2,0.7,2.5,177.5,6.0,Saturday,1,0,14,33,Auto-Order,3.5,6.58,100.0
2026-03-07,REST001,GreenBite Kitchen,P007,Bread,Bakery,76,0,62,62,0,5,9,1,1.2,3.0,186.0,6.0,Saturday,1,0,12,72,Manager Review,6.0,7.46,100.0
2026-03-07,REST001,GreenBite Kitchen,P008,Salmon Fillet,Seafood,36,56,31,31,0,4,57,2,6.5,14.5,449.5,6.0,Saturday,1,0,6,0,No Action,26.0,11.43,100.0
2026-03-07,REST001,GreenBite Kitchen,P009,Avocado,Vegetables,44,79,34,34,0,6,83,2,1.5,4.2,142.8,6.0,Saturday,1,0,7,0,No Action,9.0,15.0,100.0
2026-03-07,REST001,GreenBite Kitchen,P010,Pasta,Dry Goods,202,0,58,58,0,3,141,4,0.9,3.0,174.0,6.0,Saturday,1,0,14,0,No Action,2.7,4.92,100.0
2026-03-08,REST001,GreenBite Kitchen,P001,Chicken Breast,Meat,174,0,57,57,0,6,111,3,4.2,9.5,541.5,7.3,Sunday,1,0,12,0,No Action,25.2,9.52,100.0
2026-03-08,REST001,GreenBite Kitchen,P002,Tomatoes,Vegetables,87,167,93,93,0,12,149,2,1.1,3.2,297.6,7.3,Sunday,1,1,16,0,No Action,13.2,11.43,100.0
2026-03-08,REST001,GreenBite Kitchen,P003,Rice,Dry Goods,166,271,82,82,0,2,353,4,0.8,2.8,229.6,7.3,Sunday,1,0,18,0,No Action,1.6,2.38,100.0
2026-03-08,REST001,GreenBite Kitchen,P004,Milk,Dairy,118,0,53,53,0,5,60,2,1.0,2.4,127.2,7.3,Sunday,1,0,10,17,Auto-Order,5.0,8.62,100.0
2026-03-08,REST001,GreenBite Kitchen,P005,Cheese,Dairy,116,0,38,38,0,4,74,3,2.8,6.5,247.0,7.3,Sunday,1,0,8,0,No Action,11.2,9.52,100.0
2026-03-08,REST001,GreenBite Kitchen,P006,Potatoes,Vegetables,88,149,74,74,0,7,156,2,0.7,2.5,185.0,7.3,Sunday,1,0,14,0,No Action,4.9,8.64,100.0
2026-03-08,REST001,GreenBite Kitchen,P007,Bread,Bakery,9,133,58,58,0,7,77,1,1.2,3.0,174.0,7.3,Sunday,1,0,12,0,No Action,8.4,10.77,100.0
2026-03-08,REST001,GreenBite Kitchen,P008,Salmon Fillet,Seafood,57,11,30,30,0,3,35,2,6.5,14.5,435.0,7.3,Sunday,1,0,6,9,Auto-Order,19.5,9.09,100.0
2026-03-08,REST001,GreenBite Kitchen,P009,Avocado,Vegetables,83,0,35,35,0,3,45,2,1.5,4.2,147.0,7.3,Sunday,1,0,7,8,Auto-Order,4.5,7.89,100.0
2026-03-08,REST001,GreenBite Kitchen,P010,Pasta,Dry Goods,141,183,70,70,0,3,251,4,0.9,3.0,210.0,7.3,Sunday,1,0,14,0,No Action,2.7,4.11,100.0
2026-03-09,REST001,GreenBite Kitchen,P001,Chicken Breast,Meat,111,136,54,54,0,8,185,3,4.2,9.5,513.0,3.9,Monday,0,0,12,0,No Action,33.6,12.9,100.0
2026-03-09,REST001,GreenBite Kitchen,P002,Tomatoes,Vegetables,149,0,86,86,0,8,55,2,1.1,3.2,275.2,3.9,Monday,0,1,16,60,Auto-Order,8.8,8.51,100.0
2026-03-09,REST001,GreenBite Kitchen,P003,Rice,Dry Goods,353,0,70,70,0,5,278,4,0.8,2.8,196.0,3.9,Monday,0,0,18,0,No Action,4.0,6.67,100.0
2026-03-09,REST001,GreenBite Kitchen,P004,Milk,Dairy,60,104,37,37,0,6,121,2,1.0,2.4,88.8,3.9,Monday,0,0,10,0,No Action,6.0,13.95,100.0
2026-03-09,REST001,GreenBite Kitchen,P005,Cheese,Dairy,74,81,36,36,0,4,115,3,2.8,6.5,234.0,3.9,Monday,0,0,8,0,No Action,11.2,10.0,100.0
2026-03-09,REST001,GreenBite Kitchen,P006,Potatoes,Vegetables,156,0,58,58,0,6,92,2,0.7,2.5,145.0,3.9,Monday,0,0,14,15,Auto-Order,4.2,9.38,100.0
2026-03-09,REST001,GreenBite Kitchen,P007,Bread,Bakery,77,0,54,54,0,4,19,1,1.2,3.0,162.0,3.9,Monday,0,0,12,53,Manager Review,4.8,6.9,100.0
2026-03-09,REST001,GreenBite Kitchen,P008,Salmon Fillet,Seafood,35,59,22,22,0,4,68,2,6.5,14.5,319.0,3.9,Monday,0,0,6,0,No Action,26.0,15.38,100.0
2026-03-09,REST001,GreenBite Kitchen,P009,Avocado,Vegetables,45,71,30,30,0,6,80,2,1.5,4.2,126.0,3.9,Monday,0,0,7,0,No Action,9.0,16.67,100.0
2026-03-09,REST001,GreenBite Kitchen,P010,Pasta,Dry Goods,251,0,63,63,0,2,186,4,0.9,3.0,189.0,3.9,Monday,0,0,14,0,No Action,1.8,3.08,100.0
2026-03-10,REST001,GreenBite Kitchen,P001,Chicken Breast,Meat,185,0,51,51,0,7,127,3,4.2,9.5,484.5,10.1,Tuesday,0,0,12,0,No Action,29.4,12.07,100.0
2026-03-10,REST001,GreenBite Kitchen,P002,Tomatoes,Vegetables,55,194,57,57,0,13,179,2,1.1,3.2,182.4,10.1,Tuesday,0,0,16,0,No Action,14.3,18.57,100.0
2026-03-10,REST001,GreenBite Kitchen,P003,Rice,Dry Goods,278,0,68,68,0,2,208,4,0.8,2.8,190.4,10.1,Tuesday,0,0,18,0,No Action,1.6,2.86,100.0
2026-03-10,REST001,GreenBite Kitchen,P004,Milk,Dairy,121,0,41,41,0,3,77,2,1.0,2.4,98.4,10.1,Tuesday,0,0,10,0,No Action,3.0,6.82,100.0
2026-03-10,REST001,GreenBite Kitchen,P005,Cheese,Dairy,115,0,34,34,0,4,77,3,2.8,6.5,221.0,10.1,Tuesday,0,0,8,0,No Action,11.2,10.53,100.0
2026-03-10,REST001,GreenBite Kitchen,P006,Potatoes,Vegetables,92,146,62,62,0,8,168,2,0.7,2.5,155.0,10.1,Tuesday,0,0,14,0,No Action,5.6,11.43,100.0
2026-03-10,REST001,GreenBite Kitchen,P007,Bread,Bakery,19,119,50,50,0,7,81,1,1.2,3.0,150.0,10.1,Tuesday,0,0,12,0,No Action,8.4,12.28,100.0
2026-03-10,REST001,GreenBite Kitchen,P008,Salmon Fillet,Seafood,68,0,26,26,0,2,40,2,6.5,14.5,377.0,10.1,Tuesday,0,0,6,4,Auto-Order,13.0,7.14,100.0
2026-03-10,REST001,GreenBite Kitchen,P009,Avocado,Vegetables,80,0,29,29,0,4,47,2,1.5,4.2,121.8,10.1,Tuesday,0,0,7,6,Auto-Order,6.0,12.12,100.0
2026-03-10,REST001,GreenBite Kitchen,P010,Pasta,Dry Goods,186,0,57,57,0,0,129,4,0.9,3.0,171.0,10.1,Tuesday,0,0,14,0,No Action,0.0,0.0,100.0
2026-03-11,REST001,GreenBite Kitchen,P001,Chicken Breast,Meat,127,108,52,52,0,9,174,3,4.2,9.5,494.0,10.4,Wednesday,0,0,12,0,No Action,37.8,14.75,100.0
2026-03-11,REST001,GreenBite Kitchen,P002,Tomatoes,Vegetables,179,0,62,62,0,7,110,2,1.1,3.2,198.4,10.4,Wednesday,0,0,16,5,Auto-Order,7.7,10.14,100.0
2026-03-11,REST001,GreenBite Kitchen,P003,Rice,Dry Goods,208,219,72,72,0,2,353,4,0.8,2.8,201.6,10.4,Wednesday,0,0,18,0,No Action,1.6,2.7,100.0
2026-03-11,REST001,GreenBite Kitchen,P004,Milk,Dairy,77,87,46,46,0,6,112,2,1.0,2.4,110.4,10.4,Wednesday,0,0,10,0,No Action,6.0,11.54,100.0
2026-03-11,REST001,GreenBite Kitchen,P005,Cheese,Dairy,77,79,33,33,0,5,118,3,2.8,6.5,214.5,10.4,Wednesday,0,0,8,0,No Action,14.0,13.16,100.0
2026-03-11,REST001,GreenBite Kitchen,P006,Potatoes,Vegetables,168,0,71,71,0,4,93,2,0.7,2.5,177.5,10.4,Wednesday,0,1,14,14,Auto-Order,2.8,5.33,100.0
2026-03-11,REST001,GreenBite Kitchen,P007,Bread,Bakery,81,0,55,55,0,4,22,1,1.2,3.0,165.0,10.4,Wednesday,0,1,12,50,Auto-Order,4.8,6.78,100.0
2026-03-11,REST001,GreenBite Kitchen,P008,Salmon Fillet,Seafood,40,60,25,25,0,3,72,2,6.5,14.5,362.5,10.4,Wednesday,0,0,6,0,No Action,19.5,10.71,100.0
2026-03-11,REST001,GreenBite Kitchen,P009,Avocado,Vegetables,47,75,35,35,0,5,82,2,1.5,4.2,147.0,10.4,Wednesday,0,0,7,0,No Action,7.5,12.5,100.0
2026-03-11,REST001,GreenBite Kitchen,P010,Pasta,Dry Goods,129,201,56,56,0,3,271,4,0.9,3.0,168.0,10.4,Wednesday,0,0,14,0,No Action,2.7,5.08,100.0
2026-03-12,REST001,GreenBite Kitchen,P001,Chicken Breast,Meat,174,0,57,57,0,6,111,3,4.2,9.5,541.5,8.4,Thursday,0,0,12,0,No Action,25.2,9.52,100.0
2026-03-12,REST001,GreenBite Kitchen,P002,Tomatoes,Vegetables,110,144,68,68,0,14,172,2,1.1,3.2,217.6,8.4,Thursday,0,0,16,0,No Action,15.4,17.07,100.0
2026-03-12,REST001,GreenBite Kitchen,P003,Rice,Dry Goods,353,0,71,71,0,2,280,4,0.8,2.8,198.8,8.4,Thursday,0,0,18,0,No Action,1.6,2.74,100.0
2026-03-12,REST001,GreenBite Kitchen,P004,Milk,Dairy,112,0,57,57,0,4,51,2,1.0,2.4,136.8,8.4,Thursday,0,1,10,26,Auto-Order,4.0,6.56,100.0
2026-03-12,REST001,GreenBite Kitchen,P005,Cheese,Dairy,118,0,34,34,0,4,80,3,2.8,6.5,221.0,8.4,Thursday,0,0,8,0,No Action,11.2,10.53,100.0
2026-03-12,REST001,GreenBite Kitchen,P006,Potatoes,Vegetables,93,136,57,57,0,8,164,2,0.7,2.5,142.5,8.4,Thursday,0,0,14,0,No Action,5.6,12.31,100.0
2026-03-12,REST001,GreenBite Kitchen,P007,Bread,Bakery,22,120,46,46,0,8,88,1,1.2,3.0,138.0,8.4,Thursday,0,0,12,0,No Action,9.6,14.81,100.0
2026-03-12,REST001,GreenBite Kitchen,P008,Salmon Fillet,Seafood,72,0,25,25,0,4,43,2,6.5,14.5,362.5,8.4,Thursday,0,0,6,1,Auto-Order,26.0,13.79,100.0
2026-03-12,REST001,GreenBite Kitchen,P009,Avocado,Vegetables,82,0,28,28,0,3,51,2,1.5,4.2,117.6,8.4,Thursday,0,0,7,2,Auto-Order,4.5,9.68,100.0
2026-03-12,REST001,GreenBite Kitchen,P010,Pasta,Dry Goods,271,18,58,58,0,3,228,4,0.9,3.0,174.0,8.4,Thursday,0,0,14,0,No Action,2.7,4.92,100.0
2026-03-13,REST001,GreenBite Kitchen,P001,Chicken Breast,Meat,111,125,53,53,0,9,174,3,4.2,9.5,503.5,7.0,Friday,0,0,12,0,No Action,37.8,14.52,100.0
2026-03-13,REST001,GreenBite Kitchen,P002,Tomatoes,Vegetables,172,0,70,70,0,9,93,2,1.1,3.2,224.0,7.0,Friday,0,0,16,38,Auto-Order,9.9,11.39,100.0
2026-03-13,REST001,GreenBite Kitchen,P003,Rice,Dry Goods,280,0,87,87,0,2,191,4,0.8,2.8,243.6,7.0,Friday,0,1,18,0,No Action,1.6,2.25,100.0
2026-03-13,REST001,GreenBite Kitchen,P004,Milk,Dairy,51,120,42,42,0,6,123,2,1.0,2.4,100.8,7.0,Friday,0,0,10,0,No Action,6.0,12.5,100.0
2026-03-13,REST001,GreenBite Kitchen,P005,Cheese,Dairy,80,87,44,44,0,5,118,3,2.8,6.5,286.0,7.0,Friday,0,1,8,0,No Action,14.0,10.2,100.0
2026-03-13,REST001,GreenBite Kitchen,P006,Potatoes,Vegetables,164,0,56,56,0,5,103,2,0.7,2.5,140.0,7.0,Friday,0,0,14,18,Auto-Order,3.5,8.2,100.0
2026-03-13,REST001,GreenBite Kitchen,P007,Bread,Bakery,88,0,38,38,0,5,45,1,1.2,3.0,114.0,7.0,Friday,0,0,12,36,Auto-Order,6.0,11.63,100.0
2026-03-13,REST001,GreenBite Kitchen,P008,Salmon Fillet,Seafood,43,53,25,25,0,3,68,2,6.5,14.5,362.5,7.0,Friday,0,0,6,0,No Action,19.5,10.71,100.0
2026-03-13,REST001,GreenBite Kitchen,P009,Avocado,Vegetables,51,65,28,28,0,6,82,2,1.5,4.2,117.6,7.0,Friday,0,0,7,0,No Action,9.0,17.65,100.0
2026-03-13,REST001,GreenBite Kitchen,P010,Pasta,Dry Goods,228,0,56,56,0,1,171,4,0.9,3.0,168.0,7.0,Friday,0,0,14,0,No Action,0.9,1.75,100.0
2026-03-14,REST001,GreenBite Kitchen,P001,Chicken Breast,Meat,174,0,59,59,0,6,109,3,4.2,9.5,560.5,6.3,Saturday,1,0,12,9,Auto-Order,25.2,9.23,100.0
2026-03-14,REST001,GreenBite Kitchen,P002,Tomatoes,Vegetables,93,157,70,70,0,11,169,2,1.1,3.2,224.0,6.3,Saturday,1,0,16,0,No Action,12.1,13.58,100.0
2026-03-14,REST001,GreenBite Kitchen,P003,Rice,Dry Goods,191,236,92,92,0,3,332,4,0.8,2.8,257.6,6.3,Saturday,1,0,18,0,No Action,2.4,3.16,100.0
2026-03-14,REST001,GreenBite Kitchen,P004,Milk,Dairy,123,0,51,51,0,6,66,2,1.0,2.4,122.4,6.3,Saturday,1,0,10,22,Auto-Order,6.0,10.53,100.0
2026-03-14,REST001,GreenBite Kitchen,P005,Cheese,Dairy,118,0,36,36,0,4,78,3,2.8,6.5,234.0,6.3,Saturday,1,0,8,0,No Action,11.2,10.0,100.0
2026-03-14,REST001,GreenBite Kitchen,P006,Potatoes,Vegetables,103,128,70,70,0,8,153,2,0.7,2.5,175.0,6.3,Saturday,1,0,14,0,No Action,5.6,10.26,100.0
2026-03-14,REST001,GreenBite Kitchen,P007,Bread,Bakery,45,98,61,61,0,8,74,1,1.2,3.0,183.0,6.3,Saturday,1,0,12,7,Auto-Order,9.6,11.59,100.0
2026-03-14,REST001,GreenBite Kitchen,P008,Salmon Fillet,Seafood,68,0,32,32,0,3,33,2,6.5,14.5,464.0,6.3,Saturday,1,0,6,18,Auto-Order,19.5,8.57,100.0
2026-03-14,REST001,GreenBite Kitchen,P009,Avocado,Vegetables,82,0,35,35,0,2,45,2,1.5,4.2,147.0,6.3,Saturday,1,0,7,16,Auto-Order,3.0,5.41,100.0
2026-03-14,REST001,GreenBite Kitchen,P010,Pasta,Dry Goods,171,149,63,63,0,2,255,4,0.9,3.0,189.0,6.3,Saturday,1,0,14,0,No Action,1.8,3.08,100.0
2026-03-15,REST001,GreenBite Kitchen,P001,Chicken Breast,Meat,109,131,51,51,0,9,180,3,4.2,9.5,484.5,3.7,Sunday,1,0,12,0,No Action,37.8,15.0,100.0
2026-03-15,REST001,GreenBite Kitchen,P002,Tomatoes,Vegetables,169,0,81,81,0,8,80,2,1.1,3.2,259.2,3.7,Sunday,1,0,16,35,Auto-Order,8.8,8.99,100.0
2026-03-15,REST001,GreenBite Kitchen,P003,Rice,Dry Goods,332,0,88,88,0,2,242,4,0.8,2.8,246.4,3.7,Sunday,1,0,18,0,No Action,1.6,2.22,100.0
2026-03-15,REST001,GreenBite Kitchen,P004,Milk,Dairy,66,104,48,48,0,7,115,2,1.0,2.4,115.2,3.7,Sunday,1,0,10,0,No Action,7.0,12.73,100.0
2026-03-15,REST001,GreenBite Kitchen,P005,Cheese,Dairy,78,83,42,42,0,5,114,3,2.8,6.5,273.0,3.7,Sunday,1,0,8,0,No Action,14.0,10.64,100.0
2026-03-15,REST001,GreenBite Kitchen,P006,Potatoes,Vegetables,153,0,73,73,0,6,74,2,0.7,2.5,182.5,3.7,Sunday,1,0,14,33,Auto-Order,4.2,7.59,100.0
2026-03-15,REST001,GreenBite Kitchen,P007,Bread,Bakery,74,0,75,70,5,4,0,1,1.2,3.0,210.0,3.7,Sunday,1,1,12,72,Manager Review,4.8,5.41,93.33
2026-03-15,REST001,GreenBite Kitchen,P008,Salmon Fillet,Seafood,33,69,41,41,0,2,59,2,6.5,14.5,594.5,3.7,Sunday,1,1,6,0,No Action,13.0,4.65,100.0
2026-03-15,REST001,GreenBite Kitchen,P009,Avocado,Vegetables,45,71,47,47,0,5,64,2,1.5,4.2,197.4,3.7,Sunday,1,1,7,0,No Action,7.5,9.62,100.0
2026-03-15,REST001,GreenBite Kitchen,P010,Pasta,Dry Goods,255,0,71,71,0,2,182,4,0.9,3.0,213.0,3.7,Sunday,1,0,14,0,No Action,1.8,2.74,100.0
2026-03-16,REST001,GreenBite Kitchen,P001,Chicken Breast,Meat,180,0,51,51,0,7,122,3,4.2,9.5,484.5,5.7,Monday,0,0,12,0,No Action,29.4,12.07,100.0
2026-03-16,REST001,GreenBite Kitchen,P002,Tomatoes,Vegetables,80,174,68,68,0,11,175,2,1.1,3.2,217.6,5.7,Monday,0,0,16,0,No Action,12.1,13.92,100.0
2026-03-16,REST001,GreenBite Kitchen,P003,Rice,Dry Goods,242,0,74,74,0,3,165,4,0.8,2.8,207.2,5.7,Monday,0,0,18,0,No Action,2.4,3.9,100.0
2026-03-16,REST001,GreenBite Kitchen,P004,Milk,Dairy,115,0,43,43,0,5,67,2,1.0,2.4,103.2,5.7,Monday,0,0,10,10,Auto-Order,5.0,10.42,100.0
2026-03-16,REST001,GreenBite Kitchen,P005,Cheese,Dairy,114,0,38,38,0,3,73,3,2.8,6.5,247.0,5.7,Monday,0,0,8,0,No Action,8.4,7.32,100.0
2026-03-16,REST001,GreenBite Kitchen,P006,Potatoes,Vegetables,74,164,61,61,0,7,170,2,0.7,2.5,152.5,5.7,Monday,0,0,14,0,No Action,4.9,10.29,100.0
2026-03-16,REST001,GreenBite Kitchen,P007,Bread,Bakery,0,136,45,45,0,7,84,1,1.2,3.0,135.0,5.7,Monday,0,0,12,0,No Action,8.4,13.46,100.0
2026-03-16,REST001,GreenBite Kitchen,P008,Salmon Fillet,Seafood,59,0,22,22,0,2,35,2,6.5,14.5,319.0,5.7,Monday,0,0,6,9,Auto-Order,13.0,8.33,100.0
2026-03-16,REST001,GreenBite Kitchen,P009,Avocado,Vegetables,64,8,31,31,0,2,39,2,1.5,4.2,130.2,5.7,Monday,0,0,7,14,Auto-Order,3.0,6.06,100.0
2026-03-16,REST001,GreenBite Kitchen,P010,Pasta,Dry Goods,182,17,68,68,0,1,130,4,0.9,3.0,204.0,5.7,Monday,0,1,14,0,No Action,0.9,1.45,100.0
2026-03-17,REST001,GreenBite Kitchen,P001,Chicken Breast,Meat,122,122,50,50,0,9,185,3,4.2,9.5,475.0,7.9,Tuesday,0,0,12,0,No Action,37.8,15.25,100.0
2026-03-17,REST001,GreenBite Kitchen,P002,Tomatoes,Vegetables,175,0,72,72,0,9,94,2,1.1,3.2,230.4,7.9,Tuesday,0,0,16,21,Auto-Order,9.9,11.11,100.0
2026-03-17,REST001,GreenBite Kitchen,P003,Rice,Dry Goods,165,262,75,75,0,5,347,4,0.8,2.8,210.0,7.9,Tuesday,0,0,18,0,No Action,4.0,6.25,100.0
2026-03-17,REST001,GreenBite Kitchen,P004,Milk,Dairy,67,96,48,48,0,7,108,2,1.0,2.4,115.2,7.9,Tuesday,0,0,10,0,No Action,7.0,12.73,100.0
2026-03-17,REST001,GreenBite Kitchen,P005,Cheese,Dairy,73,94,42,42,0,6,119,3,2.8,6.5,273.0,7.9,Tuesday,0,1,8,0,No Action,16.8,12.5,100.0
2026-03-17,REST001,GreenBite Kitchen,P006,Potatoes,Vegetables,170,0,57,57,0,6,107,2,0.7,2.5,142.5,7.9,Tuesday,0,0,14,0,No Action,4.2,9.52,100.0
2026-03-17,REST001,GreenBite Kitchen,P007,Bread,Bakery,84,0,52,52,0,3,29,1,1.2,3.0,156.0,7.9,Tuesday,0,0,12,43,Auto-Order,3.6,5.45,100.0
2026-03-17,REST001,GreenBite Kitchen,P008,Salmon Fillet,Seafood,35,59,23,23,0,4,67,2,6.5,14.5,333.5,7.9,Tuesday,0,0,6,0,No Action,26.0,14.81,100.0
2026-03-17,REST001,GreenBite Kitchen,P009,Avocado,Vegetables,39,84,29,29,0,6,88,2,1.5,4.2,121.8,7.9,Tuesday,0,0,7,0,No Action,9.0,17.14,100.0
2026-03-17,REST001,GreenBite Kitchen,P010,Pasta,Dry Goods,130,192,53,53,0,1,268,4,0.9,3.0,159.0,7.9,Tuesday,0,0,14,0,No Action,0.9,1.85,100.0
2026-03-18,REST001,GreenBite Kitchen,P001,Chicken Breast,Meat,185,0,48,48,0,6,131,3,4.2,9.5,456.0,12.0,Wednesday,0,0,12,0,No Action,25.2,11.11,100.0
2026-03-18,REST001,GreenBite Kitchen,P002,Tomatoes,Vegetables,94,154,62,62,0,12,174,2,1.1,3.2,198.4,12.0,Wednesday,0,0,16,0,No Action,13.2,16.22,100.0
2026-03-18,REST001,GreenBite Kitchen,P003,Rice,Dry Goods,347,0,85,85,0,4,258,4,0.8,2.8,238.0,12.0,Wednesday,0,0,18,0,No Action,3.2,4.49,100.0
2026-03-18,REST001,GreenBite Kitchen,P004,Milk,Dairy,108,0,47,47,0,4,57,2,1.0,2.4,112.8,12.0,Wednesday,0,0,10,20,Auto-Order,4.0,7.84,100.0
2026-03-18,REST001,GreenBite Kitchen,P005,Cheese,Dairy,119,14,31,31,0,4,98,3,2.8,6.5,201.5,12.0,Wednesday,0,0,8,0,No Action,11.2,11.43,100.0
2026-03-18,REST001,GreenBite Kitchen,P006,Potatoes,Vegetables,107,129,60,60,0,10,166,2,0.7,2.5,150.0,12.0,Wednesday,0,0,14,0,No Action,7.0,14.29,100.0
2026-03-18,REST001,GreenBite Kitchen,P007,Bread,Bakery,29,109,43,43,0,9,86,1,1.2,3.0,129.0,12.0,Wednesday,0,0,12,0,No Action,10.8,17.31,100.0
2026-03-18,REST001,GreenBite Kitchen,P008,Salmon Fillet,Seafood,67,13,26,26,0,4,50,2,6.5,14.5,377.0,12.0,Wednesday,0,0,6,0,No Action,26.0,13.33,100.0
2026-03-18,REST001,GreenBite Kitchen,P009,Avocado,Vegetables,88,0,30,30,0,3,55,2,1.5,4.2,126.0,12.0,Wednesday,0,0,7,0,No Action,4.5,9.09,100.0
2026-03-18,REST001,GreenBite Kitchen,P010,Pasta,Dry Goods,268,0,57,57,0,3,208,4,0.9,3.0,171.0,12.0,Wednesday,0,0,14,0,No Action,2.7,5.0,100.0
2026-03-19,REST001,GreenBite Kitchen,P001,Chicken Breast,Meat,131,0,53,53,0,5,73,3,4.2,9.5,503.5,5.7,Thursday,0,1,12,30,Auto-Order,21.0,8.62,100.0
2026-03-19,REST001,GreenBite Kitchen,P002,Tomatoes,Vegetables,174,0,64,64,0,9,101,2,1.1,3.2,204.8,5.7,Thursday,0,0,16,14,Auto-Order,9.9,12.33,100.0
2026-03-19,REST001,GreenBite Kitchen,P003,Rice,Dry Goods,258,0,75,75,0,2,181,4,0.8,2.8,210.0,5.7,Thursday,0,0,18,0,No Action,1.6,2.6,100.0
2026-03-19,REST001,GreenBite Kitchen,P004,Milk,Dairy,57,107,44,44,0,5,115,2,1.0,2.4,105.6,5.7,Thursday,0,0,10,0,No Action,5.0,10.2,100.0
2026-03-19,REST001,GreenBite Kitchen,P005,Cheese,Dairy,98,0,34,34,0,3,61,3,2.8,6.5,221.0,5.7,Thursday,0,0,8,8,Auto-Order,8.4,8.11,100.0
2026-03-19,REST001,GreenBite Kitchen,P006,Potatoes,Vegetables,166,30,56,56,0,8,132,2,0.7,2.5,140.0,5.7,Thursday,0,0,14,0,No Action,5.6,12.5,100.0
2026-03-19,REST001,GreenBite Kitchen,P007,Bread,Bakery,86,0,48,48,0,5,33,1,1.2,3.0,144.0,5.7,Thursday,0,0,12,39,Auto-Order,6.0,9.43,100.0
2026-03-19,REST001,GreenBite Kitchen,P008,Salmon Fillet,Seafood,50,8,21,21,0,1,36,2,6.5,14.5,304.5,5.7,Thursday,0,0,6,8,Auto-Order,6.5,4.55,100.0
2026-03-19,REST001,GreenBite Kitchen,P009,Avocado,Vegetables,55,64,29,29,0,5,85,2,1.5,4.2,121.8,5.7,Thursday,0,0,7,0,No Action,7.5,14.71,100.0
2026-03-19,REST001,GreenBite Kitchen,P010,Pasta,Dry Goods,208,0,51,51,0,2,155,4,0.9,3.0,153.0,5.7,Thursday,0,0,14,0,No Action,1.8,3.77,100.0
2026-03-20,REST001,GreenBite Kitchen,P001,Chicken Breast,Meat,73,167,64,64,0,10,166,3,4.2,9.5,608.0,11.2,Friday,0,1,12,0,No Action,42.0,13.51,100.0
2026-03-20,REST001,GreenBite Kitchen,P002,Tomatoes,Vegetables,101,148,62,62,0,12,175,2,1.1,3.2,198.4,11.2,Friday,0,0,16,0,No Action,13.2,16.22,100.0
2026-03-20,REST001,GreenBite Kitchen,P003,Rice,Dry Goods,181,249,70,70,0,3,357,4,0.8,2.8,196.0,11.2,Friday,0,0,18,0,No Action,2.4,4.11,100.0
2026-03-20,REST001,GreenBite Kitchen,P004,Milk,Dairy,115,0,57,57,0,5,53,2,1.0,2.4,136.8,11.2,Friday,0,1,10,35,Auto-Order,5.0,8.06,100.0
2026-03-20,REST001,GreenBite Kitchen,P005,Cheese,Dairy,61,100,31,31,0,4,126,3,2.8,6.5,201.5,11.2,Friday,0,0,8,0,No Action,11.2,11.43,100.0
